Codes;Kurztitel 2008 (max. 40 Zeichen inkl. Leerstellen)
293200;H.v. sonst. T. u. Zub. f. Automobile
30;Sonst. Fahrzeugbau
301;Schiff- u. Bootsbau
3011;Schiffbau o. Boots- u. Yachtbau
301100;Schiffbau o. Boots- u. Yachtbau
3012;Boots- u. Yachtbau
301200;Boots- u. Yachtbau
302;Schienenfahrzeugbau
3020;Schienenfahrzeugbau
302000;Schienenfahrzeugbau
303;Luft- u. Raumfahrzeugbau
3030;Luft- u. Raumfahrzeugbau
303000;Luft- u. Raumfahrzeugbau
304;H.v. militärischen Kampffahrz.
3040;H.v. militärischen Kampffahrz.
304000;H.v. militärischen Kampffahrz.
309;H.v. Fahrz. a.n.g.
3091;H.v. Motorrädern
309100;H.v. Motorrädern
3092;H.v. Fahrrädern u. Behindertenfahrz.
309201;H.v. Fahrrädern
309202;H.v. Behindertenfahrz.
3099;H.v. sonst. Fahrz. a.n.g.
309900;H.v. sonst. Fahrz. a.n.g.
31;H.v. Möbeln
310;H.v. Möbeln
3101;H.v. Büro- u. Ladenmöbeln
310100;H.v. Büro- u. Ladenbau o. Einbau
3102;H.v. Küchenmöbeln
310200;H.v. Küchen- u. Badzimmermöbeln
3103;H.v. Matratzen
310300;H.v. Matratzen
3109;H.v. sonst. Möbeln
310900;H.v. sonst. Möbeln
32;H.v. sonst. Waren
321;H.v. Münzen, Schmuck u. ä. Erz.
3211;H.v. Münzen
321100;H.v. Münzen
3212;H.v. Schuck, Gold- u. Siberschmiedewa.
321201;Bearb. v. Edel- u. Schmucksteinen
321202;H.v. Schmuck, Gold- u. Silberschmiedewa.
3213;H.v. Fantasieschmuck
321300;H.v. Fantasieschmuck
322;H.v. Musikinstr.
3220;H.v. Musikinstr.
322000;H.v. Musikinstr.
323;H.v. Sportge.
3230;H.v. Sportgeräte
323000;H.v. Sportgeräte
324;H.v. Spielwaren
3240;H.v. Spielwaren
324000;H.v. Spielwaren
325;H.v. med. u. zahnmed. Apparaten u. Mat.
3250;H.v. med. u. zahnmed. Apparaten u. Mat.
325001;H.v. med. u. zahnmed. Apparaten u. Mat.
325002;H.v. ortho. u. prothetischen Erz.
325003;Zahntechn. Laboratorien
325004;H.v. Brillen
329;H.v. Erzeugnissen a.n.g.
3291;H.v. Besen u. Bürsten
329100;H.v. Besen u. Bürsten
3299;H.v. sonst. Erzeugnissen a.n.g.
329900;H.v. sonst. Erzeugnissen a.n.g.
33;Rep. u. Inst. v. Masch. u. Ausrüst.
331;Rep. v. Metallerz., Masch. u. Ausrüst.
3311;Rep. v. Metallerz.
331100;Rep. v. Metallerz.
3312;Rep. v. Masch.
331200;Rep. v. Masch.
3313;Rep. v. el. u. optischen Ge.
331300;Rep. v. el. u. optischen Ge.
3314;Rep. v. el. Ausrüst.
331400;Rep. v. el. Ausrüst.
3315;Rep. u. Instandhalt. v. Schiffen, Booten
331500;Rep. u. Instandhalt. v. Schiffen, Booten
3316;Rep., Instandhalt. v. Luft-, Raumfahrz.
331600;Rep., Instandhalt. v. Luft-, Raumfahrz.
3317;Rep. u. Instandhalt. v. Fahrz. a.n.g.
331700;Rep. u. Instandhalt. v. Fahrz. a.n.g.
3319;Rep. v. sonst. Ausrüst.
331900;Rep. v. sonst. Ausrüst.
332;Inst. v. Masch. u. Ausrüst. a.n.g.
3320;Inst. v. Masch. u. Ausrüst. a.n.g.
332000;Inst. v. Masch. u. Ausrüst. a.n.g.
0;ENERGIEVERSORGUNG
35;Energieversorgung
351;Elektrizitätsversorgung
3511;Elektrizitätserz.
351100;Elektrizitätserz.
3512;Elektrizitätsübertragung
351200;Elektrizitätsübertragung
3513;Elektrizitätsverteilung
351300;Elektrizitätsverteilung
3514;Elektrizitätsha.
351400;Elektrizitätsha.
352;Gasversorgung
3521;Gaserzeugung
352100;Gaserzeugung
3522;Gasverteilung durch Rohrleitungen
352200;Gasverteilung durch Rohrleitungen
3523;Gasha. durch Rohrleitungen
352300;Gasha. durch Rohrleitungen
353;Wärme- u. Kälteversorgung
3530;Wärme- u. Kälteversorgung
353000;Wärme- u. Kälteversorgung
0;WASSERVERSORGUNG U. ABFALLENTSORGUNG
36;Wasserversorgung
360;Wasserversorgung
3600;Wasserversorgung
360000;Wasserversorgung
37;Abwasserentsorgung
370;Abwasserentsorgung
3700;Abwasserentsorgung
370000;Abwasserentsorgung
38;Sammlung, Beh., Beseitigung v. Abfällen
381;Sammlung v. Abfällen
3811;Sammlung n. gef. Abfälle
381100;Sammlung n. gef. Abfälle
3812;Sammlung gef. Abfälle
381200;Sammlung gef. Abfälle
382;Abfallbeh. u. -beseitigung
3821;Beh. u. Beseitigung n. gef. Abfälle
382100;Beh. u. Beseitigung n. gef. Abfälle
3822;Beh. u. Beseitigung gef. Abfälle
382200;Beh. u. Beseitigung gef. Abfälle
383;Rückgewinnung
3831;Zerlegen v. Schiffs- u. Fahrzeugwracks
383100;Zerlegen v. Schiffs- u. Fahrzeugwracks
3832;Rückgew. sortierter Werkst.
383200;Rückgew. sortierter Werkst.
39;Beseitung v. Umweltverschmutzungen
390;Beseitung v. Umweltverschmutzungen
3900;Beseitung v. Umweltverschmutzungen
390000;Beseitung v. Umweltverschmutzungen
0;BAUGEWERBE/BAU
41;Hochbau
411;"Erschliessung v. Grundstücken; Bauträger"
4110;"Erschliessung v. Grundstücken; Bauträger"
411000;E v. Bauprojekten
412;Bau v. Gebäuden
4120;Bau v. Gebäuden
412001;Allg. Hochbau
412002;Generaluntern. im Baugewerbe
412003;Allg. Hoch- u. Tiefbau oaS
412004;Unterhalt u. Rep. v. Gebäuden
42;Tiefbau
421;Bau v. Strassen u. Bahnverkehrsstrecken
4211;Bau v. Strassen
421100;Bau v. Strassen
4212;Bau v. Bahnverkehrsstrecken
421200;Bau v. Bahnverkehrsstrecken
4213;Brücken- u. Tunnelbau
421300;Brücken- u. Tunnelbau
422;Leitungstiefbau u. Kläranlagenbau
4221;Leitungstief-, Brunnen-, Kläranlagenbau
422100;Leitungstief-, Brunnen-, Kläranlagenbau
4222;Kabelnetzleitungstiefbau
422200;Kabelnetzleitungstiefbau
429;Sonst. Tiefbau
4291;Wasserbau
429100;Wasserbau
4299;Sonst. Tiefbau a.n.g.
429900;Sonst. Tiefbau a.n.g.
43;Sonstiges Baugewerbe
431;Abbrucharb. u. vorb. Baustellenarb.
4311;Abbrucharb.
431100;Abbrucharb.
4312;Vorb. Baustellenarb.
431200;Vorb. Baustellenarb.
4313;Test- u. Suchbohrung
431300;Test- u. Suchbohrung
432;Bauinst.
4321;Elektroinst.
432100;Elektroinst.
4322;Gas-, Wasser-, Heizungsinst. usw.
432201;Sanitärinst.
432202;Sanitärinst. u. Spenglerei
432203;Sanitär- u. Heizungsinst.
432204;Inst. v. Heizungs-, Lüftungsanlagen
4329;Sonst. Bauinst.
432901;Dämmung gegen Kälte, Wärme u. Schall
432902;Sonst. Bauinst.
433;Sonst. Ausbau
4331;Stuckaturen, Gipserei u. Verputzerei
433100;Stuckaturen, Gipserei u. Verputzerei
4332;Bautischlerei u. -schlosserei
433200;Einbau v. Fenster, Türen u. Innenausbau
4333;Fliessen-, Plattenlegerei, Tapeziererei
433301;Verlegen v. Fussboden
433302;Verlegen v. Fliesen u. Platten
433303;Tapeziererei
4334;Malerei und Glaserei
433401;Malerei
433402;Malerei u. Gipserei oaS
433403;Glaserei
4339;Sonst. Ausbau a.n.g.
433900;Sonst. Ausbau a.n.g.
439;Sonst. spez. Bautätigk.
4391;Dachdeckerei u. Zimmerei
439101;Holzbau, Zimmerei
439102;Dachdeckerei
439103;Bauspenglerei
4399;Sonst. spez. Bautätigk. a.n.g.
439901;Abdichtungen
439902;Gerüstbau
439903;Maurerarb.
439904;Verm. v. Baumasch. u. -ge. m. Pers.
439905;Sonst. spez. Hoch- u. Tiefbau a.n.g.
0;"HA.; INSTANDHALT. U. REP. V. FAHRZ."
45;"Ha. m. Motorfahrz.; Insthalt. u. Rep."
451;Ha. m. Automobilien
4511;Ha. m. Automobilen m. 3,5 t oder <
451101;HV u. GH.m. Automobilen m. 3,5 t oder <
451102;DH.m. Automobilen m. 3,5 t oder <
4519;Ha. m. Automobilen m. > 3,5 t
451901;HV u. GH.m. Automobilen m. > 3,5 t
451902;DH.m. Automobilen m. > 3,5 t
452;Instandhalt. u. Rep. v. Automobilen
4520;Instandhalt. u. Rep. v. Automobilen
452001;Instandhalt. u. Rep. v. Automobilen
452002;Rep. u. Lackieren v. Carrosserien
453;Ha. m. Automobilt. u. -zub.
4531;GH.m. Automobilt. u. -zub.
453100;GH.m. Automobilt. u. -zub.
4532;DH.m. Automobilt. u. -zub.
453200;DH.m. Automobilt. u. -zub.
454;Ha. m. Motorrädern, Kraftradt. u. -zub.
4540;Ha. m. Motorrädern, Kraftradt. u. -zub.
454000;Ha. m. Motorrädern, Kraftradt. u. -zub.
46;GH.o. Ha. m. Motorfahrz.
461;HV
4611;HV v. landw. Grundst. u. lebenden Tieren
461100;HV v. landw. Grundst. u. lebenden Tieren
4612;HV v. Brennst., Erzen, Met. u. Chem.
461200;HV v. Brennst., Erzen, Met. u. Chem.
4613;HV v. Holz, Baust. u. Anstrichm.
461300;HV v. Holz, Baust. u. Anstrichm.
4614;HV v. Masch., Wasser- u. Luftfahrz.
461400;HV v. Masch., Wasser- u. Luftfahrz.
4615;HV v. Möbeln u. Einrichtungsgegenst.
461500;HV v. Möbeln u. Einrichtungsgegenst.
4616;HV. v. Text., Bekl., Schuhen u. Lederwa.
461600;HV. v. Text., Bekl., Schuhen u. Lederwa.
4617;HV v. Nahrungsm., Getränken u. Tabakwa.
461700;HV v. Nahrungsm., Getränken u. Tabakwa.
4618;HV v. sonst. Waren
461800;HV v. sonst. Waren
4619;HV v. Waren oaS
461900;HV v. Waren oaS
462;GH.m. landw. Grundst. u. lebenden Tieren
4621;GH.m. Getreide, Tabak, Saatgut, Futterm.
462100;GH.m. Getreide, Tabak, Saatgut, Futterm.
4622;GH.m. Blumen u. Pfl.
462200;GH.m. Blumen u. Pfl.
4623;GH.m. lebenden Tieren
462300;GH.m. lebenden Tieren
4624;GH.m. Häuten, Fellen u. Leder
462400;GH.m. Häuten, Fellen u. Leder
463;GH.m. Nahrungsm., Getränken u. Tabakw.
4631;GH.m. Obst, Gemüse u. Kartoffeln
463100;GH.m. Obst, Gemüse u. Kartoffeln
4632;GH.m. Fleisch.u. Fleischwaren
463200;GH.m. Fleisch.u. Fleischwaren
4633;GH.m. Milch, -erz., Eiern u. Speiseölen
463300;GH.m. Milch, -erz., Eiern u. Speiseölen
4634;GH.m. Getränken
463401;GH.m. Wein u. Spirituosen
463402;GH.m. sonst. Getränken
4635;GH.m. Tabakwaren
463500;GH.m. Tabakwaren
4636;GH.m. Zucker, Süsswa. u. Backwa.
463600;GH.m. Zucker, Süsswa. u. Backwa.
4637;GH.m. Kaffee, Tee, Kakao u. Gewürzen
463700;GH.m. Kaffee, Tee, Kakao u. Gewürzen
4638;GH.m. sonst. Nahrungs- u. Genussm.
463800;GH.m. sonst. Nahrungs- u. Genussm.
4639;GH.m. Nahrungs- u. Genussm. oaS
463900;GH.m. Nahrungs- u. Genussm. oaS
464;GH.m. Gebrauchs- u. Verbrauchsgütern
4641;GH.m. Textilien
464100;GH.m. Textilien
4642;GH.m. Bekl. u. Schuhen
464201;GH.m. Bekleidung
464202;GH.m. Schuhen
4643;GH.m. Fotoerz., el. Haushaltsge.
464301;GH.m. el. Haushaltsge.
464302;GH.m. Ge. der Unterhaltungsel.
464303;GH.m. Foto- u. Kinoge.
4644;GH.m. keram. Erz., Glaswa., Reinigungsm.
464400;GH.m. keram. Erz., Glaswa., Reinigungsm.
4645;GH.m. kosmetischen Erz., Korperpflegem.
464500;GH.m. kosmetischen Erz., Korperpflegem.
4646;GH.m. pharma., med. u. ortho. Erz.
464601;GH.m. pharma. Erzeugnissen
464602;GH.m. med., chirurgischen u. ortho. Erz.
4647;GH.m. Möbeln, Teppichen u. Lampen
464700;GH.m. Möbeln, Teppichen u. Lampen
4648;GH.m. Uhren u. Schmuck
464801;GH.m. Uhren
464802;GH.m. Schmuck
4649;GH.m. sonst. Gebrauchsgütern
464901;GH.m. Schreibwa., Büchern u. Zeitungen
464902;GH.m. Spielwaren
464903;GH.m. Sportart.
464904;GH.m. Lederwaren u. Reiseart.
464905;GH.m. Geschenkart. u. Souvenirs
464906;GH.m. sonst. Gebrauchsgütern a.n.g.
465;GH.m. Ge. der Inf.-, Kommuikationstechn.
4651;GH.m. Datenverarb.- u. peripheren Ge.
465101;GH.m. Datenverarb.- u. peripheren Ge.
465102;GH.m. Software
4652;GH.m. el. Baut. u. Telekommunikationsge.
465200;GH.m. el. Baut. u. Telekommunikationsge.
466;GH.m. sonst. Masch., Ausrüst. u. Zub.
4661;GH.m. landw. Masch. u. Ge.
466100;GH.m. landw. Masch. u. Ge.
4662;GH.m. Werkzeugmasch.
466200;GH.m. Werkzeugmasch.
4663;GH.m. Bergwerks-, Bau- u. Baustoffmasch.
466300;GH.m. Bergwerks-, Bau- u. Baustoffmasch.
4664;GH.m. Textil-, Näh- u. Strickmasch.
466400;GH.m. Textil-, Näh- u. Strickmasch.
4665;GH.m. Büromöbeln
466500;GH.m. Büromöbeln
4666;GH.m. sonst. Büromasch. u. -einrich.
466600;GH.m. sonst. Büromasch. u. -einrich.
4669;GH.m. sonst. Masch. u. Ausrüst.
466900;GH.m. sonst. Masch. u. Ausrüst.
467;Sonst. GH
4671;GH.m. festen Brennst. u. Mineralölerz.
467100;GH.m. festen Brennst. u. Mineralölerz.
4672;GH.m. Erzen, Met. u. Metallhalbzeug
467200;GH.m. Erzen, Met. u. Metallhalbzeug
4673;GH.m. Holz, Baust., Anstrichm. usw.
467301;GH.m. Holz u. Bauelem. aus Holz
467302;GH.m. Baust.
467303;GH.m. Glas, Anstrichm. u. Sanitärkeram.
4674;GH.m. Met. u. Kunststoffwa. f. Bauzwecke
467400;GH.m. Met. u. Kunststoffwa. f. Bauzwecke
4675;GH.m. chem. Erzeugnissen
467500;GH.m. chem. Erzeugnissen
4676;GH.m. sonst. Halbwaren
467600;GH.m. sonst. Halbwaren
4677;GH.m. Altmat. u. Restst.
467701;GH.m. Ersatzautot. u. Autoverwertung
467702;GH.m. Altmat. u. Restst.
469;GH.oaS
4690;GH.oaS
469000;GH.oaS
47;DH.o. Ha. m. Motorfahrz.
471;DH.m Waren verschiedener Art
4711;DH.m. Waren verschiedener Art
471101;Verbrauchermärkte (> 2500 m2)
471102;Grosse Supermärkte (1000-2499 m2)
471103;Kleine Supermärkte (400-999 m2)
471104;Grosse Geschäfte (100-399 m2)
471105;Kleine Geschäfte (< 100 m2)
4719;Sonst. DH.m. Wa. verschiedener Art
471901;Warenhäuser
471902;Sonst. DH.m. Wa. verschiedener Art
472;DH.m. Nahrungsm., Getränken u. Tabakwa.
4721;DH.m. Obst, Gemüse u. Kartoffeln
472100;DH.m. Obst, Gemüse u. Kartoffeln
4722;DH.m. Fleisch.u. Fleischwaren
472200;DH.m. Fleisch.u. Fleischwaren
4723;DH.m. Fisch, Meeresfrüchten u. Fischerz.
472300;DH.m. Fisch, Meeresfrüchten u. Fischerz.
4724;DH.m. Back- u. Süsswaren
472401;DH.m. Back- u. Süsswaren
472402;Bäckereien - Tea-Rooms
4725;DH.m. Getränken
472500;DH.m. Getränken
4726;DH.m. Tabakwaren
472600;DH.m. Tabakwaren
4729;Sonst. DH.m. Nahrungs- u. Genussm.
472901;DH.m. Milcherz. u. Eiern
472902;Sonst. Fachdh.m. Nahrungs- u. Genussm.
473;DH.m. Motorenkraftst. (Tankstellen)
4730;DH.m. Motorenkraftst. (Tankstellen)
473000;DH.m. Motorenkraftst. (Tankstellen)
474;DH.m. Ge. der Inf.-, Kommuikationstechn.
4741;DH.m. Datenverarb.-, peripheren Ge.
474100;DH.m. Datenverarb.-, peripheren Ge.
4742;DH.m. Telekommunikationsge.
474200;DH.m. Telekommunikationsge.
4743;DH.m. Ge. der Unterhaltungsel.
474300;DH.m. Ge. der Unterhaltungsel.
475;DH.m. sonst Haushaltsge., Text. usw.
4751;DH.m. Textilien
475100;DH.m. Textilien
4752;DH.m. Bau- u. Heimwerkerbedarf
475201;DH.m. Eisen- u. Metallwaren
475202;Sonst. DH.m. Bau- u. Heimwerkerbedarf
4753;DH.m. Vorhängen, Teppichen usw.
475300;DH.m. Vorhängen, Teppichen usw.
4754;DH.m. el. Haushaltsge.
475400;DH.m. el. Haushaltsge.
4759;DH.m. Möbeln, Einrichtungsgegenst.
475901;DH.m. Musikinstr.
475902;DH.m. Möbeln
475903;DH.m. Einrichtungsgegenst. a.n.g.
476;DH.m. Verlagsprod., Sportausrüst. usw.
4761;DH.m. Büchern
476100;DH.m. Büchern
4762;DH.m. Zeitschriften, Schreibwaren
476201;"DH.m. Zeitschriften, Zeitungen; Kioske"
476202;DH.m. Schreibwaren u. Bürobedarf
4763;DH.m. bespielten Ton- u. Bildträgern
476300;DH.m. bespielten Ton- u. Bildträgern
4764;DH.m. Fahrrädern, Sport- u. Campingart.
476401;DH.m. Fahrrädern
476402;DH.m. Sportart.
4765;DH.m. Spielwaren
476500;DH.m. Spielwaren
477;DH.m. sonst. Gütern in Verkaufsräumen
4771;DH.m. Bekleidung
477101;DH.m. Damenbekl.
477102;DH.m. Herrenbekl.
477103;DH.m. Säuglins- u. Kinderbekl.
477104;DH.m. Pelzwaren
477105;DH.m. Bekleidungszub. u. Bekl. oaS
4772;DH.m. Schuhen u. Lederwaren
477201;DH.m. Schuhen
477202;DH.m. Lederwaren u. Reiseart.
4773;Apotheken
477300;Apotheken
4774;DH.m. med. u. ortho. Art.
477400;DH.m. med. u. ortho. Art.
4775;DH.m. kosmetischen Erz., Körperpflegem.
477501;Drogerien
477502;Parfümerien u. sonst. DH
4776;DH. m. Blumen, Pfl. u. Sämereien usw.
477601;DH. m. Getreide, Futterm. u. Landesprod.
477602;DH. m. Blumen u. Pfl.
477603;DH. m. Haustieren u. zoologischem Bedarf
4777;DH. m. Uhren u. Schmuck
477700;DH. m. Uhren u. Schmuck
4778;Sonst. DH. in Verkaufsräumen
477801;DH. m. Brennst. u. Heizmat.
477802;DH. m. Brillen u. anderen Sehhilfen
477803;DH. m. fotografischen Art.
477804;DH. m. Geschenkart. u. Souvenirs
477805;Kunsthandel
477806;Sonst. Fachdetailha. a.n.g.
4779;DH. m. Antiquitäten u. Gebrauchtwa.
477901;DH. m. Antiquitäten
477902;DH. m. Gebrauchtwaren a.n.g.
478;DH. an Verkaufsständen u. auf Märkten
4781;DH. m. Nahrungsm. n. in Verkaufsräumen
478100;DH. m. Nahrungsm. n. in Verkaufsräumen
4782;DH. m. Text., Bekl. usw. auf Märkten
478200;DH. m. Text., Bekl. usw. auf Märkten
4789;DH.m. sonst. Gütern n. in Verkaufsräumen
478900;DH.m. sonst. Gütern n. in Verkaufsräumen
479;DH, n. in Verkaufsräumen
4791;Versand- u. Internetdetailha.
479100;Versand- u. Internetdetailha.
4799;Sonst. DH.n. in Verkaufsräumen
479900;Sonst. DH.n. in Verkaufsräumen
0;VERK. U. LAGEREI
49;Landverk., Trans. in Rohrfernleitungen
491;Personenbef. im Eisenbahnfernverk.
4910;Personenbef. im Eisenbahnfernverk.
491000;Personenbef. im Eisenbahnfernverk.
492;Güterbef. im Eisenbahnverk.
4920;Güterbef. im Eisenbahnverk.
492000;Güterbef. im Eisenbahnverk.
493;Sonst. Personenbef. im Landverk.
4931;Personenbef. im Nahverk. zu Lande
493100;Personenbef. im Nahverk. zu Lande
4932;Betrieb v. Taxis
493200;Betrieb v. Taxis
4939;Sonst. Personenbef. im Landverk. a.n.g.
493901;N.-regelmässige Personenbef.
493902;Regelmässige Personenbef.
493903;Personenbef. m. Zahnrad-, Seilbahnen
494;Güterbef. im Strassenverk., Umzugstrans.
4941;Güterbef. im Strassenverk.
494100;Güterbef. im Strassenverk.
4942;Umzugstrans.
494200;Umzugstrans.
495;Trans. in Rohrfernleitungen
4950;Trans. in Rohrfernleitungen
495000;Trans. in Rohrfernleitungen
50;Schifffahrt
501;Personenbef. m. See-, Küstenschifffahrt
5010;Personenbef. m. See-, Küstenschifffahrt
501000;Personenbef. m. See-, Küstenschifffahrt
502;Güterbef. in der See-, Küstenschifffahrt
5020;Güterbef. in der See-, Küstenschifffahrt
502000;Güterbef. in der See-, Küstenschifffahrt
503;Personenbef. in der Binnenschifffahrt
5030;Personenbef. in der Binnenschifffahrt
503000;Personenbef. in der Binnenschifffahrt
504;Güterbef. in der Binnenschifffahrt
5040;Güterbef. in der Binnenschifffahrt
504000;Güterbef. in der Binnenschifffahrt
51;Luftfahrt
511;Personenbef. in der Luftfahrt
5110;Personenbef. in der Luftfahrt
511000;Personenbef. in der Luftfahrt
512;Güterbef. in der Luftfahrt u. Raumtrans.
5121;Güterbef. in der Luftfahrt
512100;Güterbef. in der Luftfahrt
5122;Raumtrans.
512200;Raumtrans.
52;Lagerei sowie sonst. DL f. den Verk.
521;Lagerei
5210;Lagerei
521000;Lagerung
522;Sonst. DL f. den Verk.
5221;Sonst. DL f. den Landverk.
522100;Sonst. DL f. den Landverk.
5222;Sonst. DL f. die Schifffahrt
522200;Sonst. DL f. die Schifffahrt
5223;Sonst. DL f. die Luftfahrt
522300;Sonst. DL f. die Luftfahrt
5224;Frachtumschlag
522400;Frachtumschlag
5229;Sonst. DL f. den Verk. a.n.g.
522900;Sonst. DL f. den Verk. a.n.g.
53;Post-, Kurier- u. Expressdienste
531;Postdienste v. Universaldienstl.
5310;Postdienste v. Universaldienstl.
531000;Postdienste v. Universaldienstl.
532;Sonst. Post-, Kurier- u. Expressdienste
5320;Sonst. Post-, Kurier- u. Expressdienste
532000;Sonst. Post-, Kurier- u. Expressdienste
0;GASTGEWERBE/BEHERBERGUNG U. GASTRONOMIE
55;Beherbergung
551;Hotels, Gasthöfe u. Pensionen
5510;Hotels, Gasthöfe u. Pensionen
551001;Hotels, Gasthöfe u. Pensionen m. Rest.
551002;Hotels, Gasthöfe u. Pensionen o. Rest.
551003;Verw. v. Hotels, Gasthöfe u. Pensionen
552;Ferienunterkünfte u. ä. Unterkünfte
5520;Ferienunterkünfte u. ä. Unterkünfte
552001;Ferienwohnungen, Ferienhäuser
552002;Kollektivunterkünfte
552003;Verw. v. Ferien- u. Kollektivunterkünfte
553;Campingplätze
5530;Campingplätze
553001;Campingplätze
553002;Verw. v. Campingplätzen
559;Sonst. Beherbergungsstätten
5590;Sonst. Beherbergungsstätten
559000;Sonst. Beherbergungsstätten
56;Gastronomie
561;Rest., Gaststätten, Imbissstuben u.Ä.
5610;Rest., Gaststätten, Imbissstuben u.Ä.
561001;Rest., Imbissstuben, Tea-Rooms usw.
561002;Rest. m. Beherbergungsangebot
561003;Verw. v. Restaurantssbetrieben
562;Caterer u. sonst. Verpflegungsdl.
5621;Event-Caterer
562100;Event-Caterer
5629;Sonst. Verpflegungsdl.
562900;Sonst. Verpflegungsdl.
563;Ausschank v. Getränken
5630;Ausschank v. Getränken
563001;Bars
563002;Diskotheken, Dancings, Night Clubs
0;INF. U. KOM.
58;Verlagswesen
581;Verlegen v. Büchern u. Zeitschriften
5811;Verlegen v. Büchern
581100;Verlegen v. Büchern
5812;Verlegen v. Adressbüchern u.Ä.
581200;Verlegen v. Adressbüchern u.Ä.
5813;Verlegen v. Zeitungen
581300;Verlegen v. Zeitungen
5814;Verlegen v. Zeitschriften
581400;Verlegen v. Zeitschriften
5819;Sonst. Verlagswesen o. Software
581900;Sonst. Verlagswesen o. Software
582;Verlegen v. Software
5821;Verlegen v. Computerspielen
582100;Verlegen v. Computerspielen
5829;Verlegen v. sonst. Software
582900;Verlegen v. sonst. Software
59;H, Verleih u. Vertrieb v. Filmen usw.
591;H, Verleih u. Vertrieb v. Filmen usw.
5911;H.v. Video-, Filmen, Fersehprogrammen
591100;H.v. Video-, Filmen, Fersehprogrammen
5912;Nachbearb. u. sonst. Filmtechn.
591200;Nachbearb. u. sonst. Filmtechn.
5913;Filmverleih u. -vertrieb o. Videotheken
591300;Filmverleih u. -vertrieb o. Videotheken
5914;Kinos
591400;Kinos
592;"Tonstudios; H.v. Radiobeiträgen; usw."
5920;"Tonstudios; H.v. Radiobeiträgen; usw."
592000;"Tonstudios; H.v. Radiobeiträgen; usw."
60;Rundfunkveran.
601;Radioveran.
6010;Radioveran.
601000;Radioveran.
602;Fernsehveran.
6020;Fernsehveran.
602000;Fernsehveran.
61;Telekom.
611;Leitungsgebundene Telekom.
6110;Leitungsgebundene Telekom.
611000;Leitungsgebundene Telekom.
612;Drahtlose Telekom.
6120;Drahtlose Telekom.
612000;Drahtlose Telekom.
613;Satellitentelekom.
6130;Satellitentelekom.
613000;Satellitentelekom.
619;Sonst. Telekom.
6190;Sonst. Telekom.
619000;Sonstige Telekom.
62;DL f. die Informationstechn.
620;DL f. die Informationstechn.
6201;Programmierungstätigk.
620100;Programmierungstätigk.
6202;Beratungsdl. f. die Informationstechn.
620200;Beratungsdl. f. die Informationstechn.
6203;Betrieb v. Datenverarb.-anlage f. Dritte
620300;Betrieb v. Datenverarb.-anlage f. Dritte
6209;Sonst. DL der Informationstechn.
620900;Sonst. DL der Informationstechn.
63;Informationsdl.
631;"Datenverarb., Hosting; Webportale"
6311;Datenverarb., Hosting
631100;Datenverarb., Hosting
6312;Webportale
631200;Webportale
639;Sonst. Informationsdl.
6391;Korrespondenz- u. Nachrichtenbüros
639100;Korrespondenz- u. Nachrichtenbüros
6399;Sonst. Informationsdl. a.n.g.
639900;Sonst. Informationsdl. a.n.g.
0;FINANZ- U. VERSICHERUNGSDL.
64;Finanzdl.
641;Zentralbk. u. Kreditinstitute
6411;Zentralbk.
641100;Schweizerische Nationalbk.
6419;Kreditinstitute
641901;Institute m. besonderem Geschäftskreis
641902;Kantonalbk.
641903;Grossbk.
641904;Regionalbk. u. Sparkassen
641905;Raiffeisenbk.
641906;Handelsbk.
641907;Börsenbk.
641908;Ausländisch beherrschte Bk.
641909;Filialen ausländischer Bk.
641910;Privatbankiers
641911;Andere Bk.
641912;Sonst. Kreditinstitute a.n.g.
642;Beteiligungsges.
6420;Beteiligungsges.
642001;Finanzholdingges.
642002;Andere Holdingges.
643;Treuhand- u. sonst. Finanzinstitut.
6430;Treuhand- u. sonst. Finanzinstitut.
643000;Treuhand- u. sonst. Finanzinstitut.
649;Sonst. Finanzierungsinstitut.
6491;Institut. f. Finanzierungsleasing
649100;Institut. f. Finanzierungsleasing
6492;Spezialkreditinstitute
649201;Kleinkreditinstitute
649202;Sonst. Spezialkreditinstitute
6499;Sonst. Finanzdl. a.n.g.
649901;Investmentges.
649902;Tresorerie in einer Unternehmensgruppe
649903;Sonst. Finanzierungsinstitut. a.n.g.
65;Vers., Rückvers. u. Pensionskassen
651;Vers.
6511;Lebensvers.
651100;Lebensvers.
6512;Nichtlebensvers.
651201;Unfallvers. (SUVA)
651202;Unfall- u. Schadenvers.
651203;Krankenkassen
651204;Sonst. Vers. o. Sozialvers. a.n.g.
652;Rückvers.
6520;Rückvers.
652000;Rückvers.
653;Pensionskassen u. Pensionsfonds
6530;Pensionskassen u. Pensionsfonds
653000;Pensionskassen u. Pensionsfonds
66;M. Finanz- u. Vers.- dl. verb. Tätigk.
661;M. Finanzdl. verb. Tätigk.
6611;Effekten- u. Warenbörsen
661100;Effekten- u. Warenbörsen
6612;Effekten- u. Warenha.
661200;Effekten- u. Warenha.
6619;Sonst. m. Finanzdl. verb. Tätigk.
661900;Sonst. m. Finanzdl. verb. Tätigk.
662;Vers.- u. Pensionskassendl.
6621;Risiko- u. Schadensbewertung
662100;Risiko- u. Schadensbewertung
6622;Tätigk. v. Versicherungsmakler/-innen
662200;Tätigk. v. Versicherungsmakler/-innen
